Customer_ID,Name,Age,Occupation,Monthly_Income,Gold_Weight_g,Gold_Purity,Market_Value_INR,LTV_Ratio,Loan_Amount_INR,Tenure_Months,Past_Defaults,Default_Status
CUST-1082,Dayita Dada,21,Salaried,149432,41.07,20,290796.14,81.33195088,236510.17,12,2,1
CUST-1083,Reyansh Sura,64,Professional,25844,109.09,24,927265,68.62814557,636364.77,12,1,0
CUST-1084,Ayaan Sood,46,Farmer,117046,172.58,24,1466930,87.31761098,1280888.23,6,1,1
CUST-1085,Ira Walla,64,Professional,28688,177.36,24,1507560,81.81664188,1233434.97,3,0,0
CUST-1086,Chaitaly Ray,26,Salaried,36493,106.65,24,906525,70.85465281,642315.14,6,0,0
CUST-1087,Kritika Soman,65,Small Business,43619,126.04,22,981347.44,86.19568362,845879.13,9,3,1
CUST-1088,Oni Grewal,40,Small Business,94433,80.24,20,568139.32,88.24438621,501351.06,3,0,0
CUST-1089,Upma Korpal,39,Daily Wage,25831,131.16,24,1114860,70.72159367,788446.76,6,2,1
CUST-1090,Ekiya Deshpande,41,Professional,62522,105.07,20,743948.14,82.27130615,612055.85,24,1,0
CUST-1091,Niharika Sur,66,Farmer,24690,133.99,20,948716.19,89.15605656,845837.94,6,0,0
CUST-1092,Pranit Rastogi,69,Farmer,58277,152.99,24,1300415,63.12811727,820927.51,6,1,0
CUST-1093,Siya Hans,64,Salaried,65658,192.18,24,1633530,74.30289133,1213760.02,24,0,0
CUST-1094,Yatin Narain,59,Daily Wage,130977,134.73,22,1049007.78,63.35293357,664577.2,6,2,0
CUST-1095,Harrison Prashad,45,Professional,149649,154.59,24,1314015,73.70769203,968530.13,3,2,1
CUST-1096,Yatan Konda,36,Farmer,20659,151.12,24,1284520,82.19497315,1055810.87,12,3,1
CUST-1097,Abeer Bali,57,Daily Wage,65383,34.77,24,295545,75.08845234,221920.17,6,3,1
CUST-1098,Chatresh Kale,53,Daily Wage,90347,89.9,20,636536.95,77.16998904,491215.49,12,1,0
CUST-1099,Januja Anne,51,Farmer,35199,50.2,22,390857.2,72.19535023,282180.72,24,1,0
CUST-1100,Daksha Gola,48,Farmer,65754,65.98,24,560830,75.38683227,422791.97,3,0,0
CUST-1101,Hemani Ganguly,36,Farmer,40869,70.32,24,597720,74.77194183,446926.85,9,1,1
CUST-1102,Sneha Jaggi,60,Salaried,40530,128.27,18,817721.25,71.04785172,580973.38,9,2,1
CUST-1103,Vrinda Sekhon,25,Salaried,139645,153.65,20,1087918.82,75.68730254,823416.41,6,1,0
CUST-1104,Raghav Malhotra,49,Daily Wage,147916,47.38,18,302047.5,87.30968948,263716.73,9,2,1
CUST-1105,Caleb Uppal,45,Small Business,88596,33.64,18,214455,76.29666214,163622.01,9,3,1
CUST-1106,Krishna Ratti,28,Professional,45205,55.98,24,475830,85.88942094,408687.63,9,0,0
CUST-1107,Udyati Gupta,48,Small Business,26891,157.78,24,1341130,63.67657163,853985.61,12,2,1
CUST-1108,Balveer Vyas,49,Salaried,119618,97.95,20,693534.97,79.25405075,549654.56,24,2,0
CUST-1109,Ekbal Saha,26,Daily Wage,58774,187.48,20,1327452.14,86.45798521,1147688.37,9,3,1
CUST-1110,Varsha Biswas,68,Small Business,137195,33.1,18,211012.5,65.0717246,137309.47,3,2,0
CUST-1111,Inaya Oommen,66,Daily Wage,115742,42.64,20,301912.52,64.72954278,195426.59,24,0,0
CUST-1112,Omya Dhillon,51,Farmer,131944,75.55,18,481631.25,70.24294681,338311.98,24,3,1
CUST-1113,Sarthak Mody,44,Small Business,149364,55.23,24,469455,67.34122672,316136.76,12,3,1
CUST-1114,Jasmit Rao,65,Professional,50976,125.87,20,891222.53,68.7154106,612407.22,6,2,1
CUST-1115,Kashish Kunda,48,Professional,115567,8.98,22,69918.28,86.0704754,60179,6,1,0
CUST-1116,Eta Balay,61,Salaried,130308,183.27,22,1426940.22,74.58304667,1064255.49,3,0,0
CUST-1117,Eiravati Bhavsar,64,Farmer,54648,109.95,24,934575,82.7434146,773299.27,9,1,0
CUST-1118,Lopa Dua,40,Small Business,103236,98.92,18,630615,71.22908223,449181.28,24,0,0
CUST-1119,Manya Basu,60,Daily Wage,80228,139.84,20,990137.12,85.03014604,841915.04,9,3,1
CUST-1120,Isaiah Srivastava,30,Small Business,121720,74.61,24,634185,70.68626363,448281.68,9,2,1
CUST-1121,Wakeeta Sangha,40,Professional,81642,109.24,24,928540,82.63575437,767306.03,12,1,0
CUST-1122,Rohan Nair,42,Daily Wage,101708,56.9,22,443023.4,74.89483765,331801.66,3,1,0
CUST-1123,Qadim Khare,31,Farmer,126326,48.67,22,378944.62,75.81178375,287284.68,9,2,1
CUST-1124,Patrick Ben,31,Small Business,128961,17.79,22,138512.94,86.92304122,120399.66,12,0,0
CUST-1125,Ansh Krishna,54,Daily Wage,88761,29.31,18,186851.25,87.38703817,163283.77,3,3,1
CUST-1126,Lucky Rajagopal,30,Salaried,97650,133.94,24,1138490,84.85822333,966102.39,9,3,1
CUST-1127,Onkar Ramanathan,61,Farmer,116924,108.7,24,923950,65.5059649,605242.36,9,1,0
CUST-1128,Zinal Venkataraman,36,Small Business,147604,56.39,20,399269.39,67.77532015,270606.11,6,0,0
CUST-1129,Charita Divan,67,Daily Wage,23505,20.3,22,158055.8,86.27047269,136355.49,6,0,0
CUST-1130,Parth Saran,39,Small Business,79876,104.02,18,663127.5,70.32788082,466363.52,9,3,1
CUST-1131,Qasim Patla,24,Salaried,20967,75.65,20,535639.82,77.38798277,414520.85,12,2,1
CUST-1132,Chavvi Doctor,25,Professional,125459,11.58,22,90161.88,73.0538671,65866.74,9,2,0
CUST-1133,Lakshit Ramesh,49,Daily Wage,56522,87.94,20,622659.17,73.36247189,456798.16,12,1,0
CUST-1134,Caleb Balasubramanian,36,Small Business,84016,77.73,20,550367.27,61.19111838,336775.89,6,3,1
CUST-1135,Aarnav Chatterjee,60,Farmer,80929,152.45,22,1186975.7,81.32158371,965267.44,24,2,1
CUST-1136,Unni Dash,61,Daily Wage,27969,121.29,24,1030965,79.65660227,821231.69,3,2,1
CUST-1137,Lucky Arya,60,Salaried,83369,163.42,24,1389070,70.99305784,986143.27,24,2,1
CUST-1138,Gavin Kata,33,Daily Wage,19240,48.45,20,343050.22,81.85635565,280808.41,6,3,1
CUST-1139,Isaac Chakraborty,67,Daily Wage,89434,75.27,18,479846.25,85.0870852,408287.19,12,1,0
CUST-1140,Abhimanyu Jayaraman,36,Farmer,45337,136.45,22,1062399.7,75.12458052,798123.32,9,3,1
CUST-1141,Upadhriti Chowdhury,45,Daily Wage,28603,19.4,22,151048.4,65.8133994,99410.09,3,3,1
CUST-1142,Yashasvi Kulkarni,36,Small Business,57977,170.7,24,1450950,85.85455452,1245706.66,12,2,1
CUST-1143,Krishna Mani,52,Professional,42960,20.02,22,155875.72,77.39085813,120633.56,12,0,0
CUST-1144,Kala Saha,48,Daily Wage,144402,78.95,22,614704.7,88.95132083,546787.95,3,0,0
CUST-1145,Aradhana Narayanan,45,Small Business,108362,87.76,24,745960,84.08203676,627218.36,9,3,1
CUST-1146,Gagan Raja,31,Salaried,72263,199.73,24,1697705,80.49152953,1366508.72,12,1,1
CUST-1147,Sanya Bakshi,36,Professional,63757,22.35,20,158249.17,87.38298965,138282.86,12,0,0
CUST-1148,Meera Kakar,45,Salaried,25399,105.78,20,748975.29,64.42526386,482529.31,6,2,1
CUST-1149,Devansh Prashad,44,Daily Wage,143605,18.6,18,118575,75.1445523,89102.65,12,0,0
CUST-1150,Veda Hora,51,Farmer,93716,76.23,22,593526.78,89.39436517,530579.5,12,1,0
CUST-1151,Yash Bath,48,Daily Wage,109313,197.76,20,1400239.68,63.46283655,888631.82,3,0,0
CUST-1152,Qarin Dhawan,52,Small Business,122991,8.8,18,56100,77.08804267,43246.39,24,2,1
CUST-1153,Bhavna Palla,40,Daily Wage,108680,158.79,24,1349715,73.30896939,989462.16,24,0,0
CUST-1154,Zayan Bandi,27,Farmer,38679,109.61,20,776093.6,67.95422941,527388.43,24,2,1
CUST-1155,Parth Srivastava,63,Salaried,26587,128.11,22,997464.46,65.43216532,652662.59,6,3,1
CUST-1156,Ekani Issac,56,Small Business,61715,82.99,22,646160.14,66.51875749,429817.7,12,3,1
CUST-1157,Ekansh Nayar,56,Salaried,21683,6.79,18,43286.25,65.30939125,28269.99,6,0,0
CUST-1158,Yuvraj Pandit,54,Farmer,53069,193.48,22,1506435.28,65.85992467,992137.14,6,3,1
CUST-1159,Faraj Sarna,50,Farmer,134771,170.87,24,1452395,69.24762531,1005749.05,12,3,1
CUST-1160,Bachittar Raval,58,Professional,29999,122.83,22,956354.38,61.60670169,589178.39,12,0,0
CUST-1161,Oeshi Doctor,68,Salaried,52977,57.9,18,369112.5,76.1521207,281087,12,1,0
CUST-1162,Urmi Bali,35,Professional,144534,30.4,22,236694.4,86.87157177,205620.15,6,0,0
CUST-1163,Aryan Rajagopalan,27,Farmer,23086,65.11,22,506946.46,81.93529425,415368.07,3,2,1
CUST-1164,Wazir Malhotra,47,Salaried,137443,149.88,18,955485,85.02264644,812378.63,12,2,1
CUST-1165,Baghyawati Borde,60,Daily Wage,138176,194.77,22,1516479.22,88.51467667,1342306.68,12,0,0
CUST-1166,Warjas Hayre,40,Small Business,135969,78.7,22,612758.2,85.74180629,525389.95,12,0,0
CUST-1167,Kai Jha,35,Farmer,82019,167.25,24,1421625,84.31885781,1198697.96,6,3,1
CUST-1168,Zarna Ghosh,68,Professional,15626,169.18,20,1197878.99,72.05263089,863103.33,24,1,0
CUST-1169,Watika Anne,60,Professional,123460,20.69,22,161092.34,66.93081727,107820.42,3,2,1
CUST-1170,Fariq Edwin,59,Farmer,43643,14.62,20,103516.91,61.80769488,63981.42,3,3,1
CUST-1171,Mitali Venkataraman,34,Salaried,105607,42.52,24,361420,64.61465081,233530.27,9,1,0
CUST-1172,Leena Prabhu,25,Farmer,40488,7.23,24,61455,73.4348183,45129.37,3,3,1
CUST-1173,Tristan Goda,35,Professional,43620,85.48,24,726580,65.2747452,474273.24,3,1,0
CUST-1174,Siddharth Gade,40,Daily Wage,37092,135.99,24,1155915,75.38882807,871430.77,3,3,1
CUST-1175,Hemang Bhatia,37,Professional,78790,8.34,22,64935.24,66.55791029,43219.54,3,1,0
CUST-1176,Oliver Chacko,66,Farmer,79816,104.14,18,663892.5,87.99090546,584165.02,24,2,1
CUST-1177,Suhani Borra,51,Small Business,78892,64.43,18,410741.25,83.65951282,343624.13,24,0,0
CUST-1178,Chanakya Das,23,Small Business,23801,160.81,20,1138615.2,65.08544317,741072.75,24,1,0
CUST-1179,Oliver Dasgupta,42,Professional,76347,191.45,18,1220493.75,87.57114684,1068800.37,9,0,0
CUST-1180,Maya Mall,26,Professional,62458,145.51,18,927626.25,74.56629706,691696.55,24,3,1
CUST-1181,Urishilla Mahajan,65,Daily Wage,29932,21.26,18,135532.5,88.38693945,119793.03,12,2,1
CUST-1182,Zashil Sachdeva,26,Farmer,88330,68.12,24,579020,68.45656207,396377.19,24,3,1
CUST-1183,Gopal Golla,44,Small Business,43748,11.62,20,82275.41,78.86057054,64882.86,3,1,0
CUST-1184,Ayaan Dora,23,Salaried,81654,57.95,22,451198.7,71.00695383,320382.45,24,2,1
CUST-1185,Maanav Gill,32,Small Business,49531,147.23,24,1251455,66.68065724,834478.42,9,0,0
CUST-1186,Ekalinga Batra,64,Farmer,121785,149.72,22,1165719.92,78.01789385,909470.13,24,1,0
CUST-1187,Janya Deep,57,Small Business,72367,14.75,18,94031.25,71.40451262,67142.56,3,2,1
CUST-1188,Neel Om,28,Daily Wage,21629,162.79,22,1267482.94,64.88209179,822369.44,9,1,0
CUST-1189,Raghav Padmanabhan,53,Farmer,111427,6.85,18,43668.75,66.03777033,28837.87,24,0,0
CUST-1190,Jonathan Gole,33,Small Business,69891,58.72,22,457193.92,62.98700971,287972.78,12,3,1
CUST-1191,Chanakya Chhabra,43,Professional,140635,160.16,24,1361360,82.75984719,1126659.46,6,2,0
CUST-1192,Andrew Pillai,67,Small Business,27917,178.28,18,1136535,66.46046582,755346.46,3,2,0
CUST-1193,Frado Thakkar,61,Salaried,19896,68.44,22,532873.84,84.37397192,449606.82,9,1,0
CUST-1194,Meghana Lanka,56,Small Business,42888,28.68,20,203068.74,77.49404567,157366.18,24,0,0
CUST-1195,Ubika Kibe,34,Salaried,123827,46.11,22,359012.46,71.55828538,256903.16,24,0,0
CUST-1196,Arin Wason,49,Daily Wage,110409,28.85,18,183918.75,81.3726028,149659.47,24,1,0
CUST-1197,Ganga Lal,48,Salaried,93140,139.01,20,984260.3,88.51727352,871240.38,24,1,1
CUST-1198,Nidhi Sawhney,58,Small Business,121410,164.17,20,1162405.69,81.58653327,948366.5,12,1,0
CUST-1199,Lakshmi Kuruvilla,32,Professional,124370,164.79,20,1166795.59,73.9094754,862372.5,6,0,0
CUST-1200,Falak Contractor,28,Daily Wage,40540,118.41,18,754863.75,89.94866675,678989.88,3,2,1
CUST-1201,Rudra Bala,67,Farmer,75267,166.86,22,1299171.96,60.37086406,784321.34,12,0,0
CUST-1202,Maanas Bose,57,Professional,98641,26.37,18,168108.75,74.32821777,124952.24,24,2,1
CUST-1203,Yatin Chakrabarti,41,Daily Wage,144588,5.2,24,44200,64.15268617,28355.49,6,3,1
CUST-1204,Andrew Bhargava,63,Small Business,126217,66.51,18,424001.25,89.33886979,378797.92,12,2,0
CUST-1205,Yadavi Dey,39,Farmer,70971,96.53,20,683480.66,63.4443812,433630.08,6,0,0
CUST-1206,Daksh Srinivasan,61,Professional,36064,66.41,24,564485,84.44535157,476681.34,9,3,1
CUST-1207,Krishna Kannan,69,Salaried,132712,44.75,20,316852.38,79.8775189,253093.82,24,2,1
CUST-1208,Radha Hegde,51,Farmer,95341,148.81,20,1053649.2,89.07009313,938486.32,6,0,0
CUST-1209,Bhavya Sahota,67,Small Business,29477,72.96,24,620160,77.39600739,479979.08,24,1,0
CUST-1210,Ojas Nadig,43,Small Business,126253,150.13,22,1168912.18,87.0345498,1017357.45,3,3,1
CUST-1211,Anusha Ram,23,Professional,138793,9.27,20,65636.24,82.91825272,54424.42,12,0,0
CUST-1212,Guneet Yohannan,57,Daily Wage,128036,107.19,22,834581.34,74.28544746,619972.48,12,1,0
CUST-1213,Netra Agrawal,21,Professional,52970,62.99,20,446000.7,86.96475011,387863.39,12,2,1
CUST-1214,Balvan Mahajan,29,Farmer,75337,80.09,24,680765,67.12283907,456948.8,12,0,0
CUST-1215,Lakshit Rajagopalan,37,Salaried,103593,115.28,20,816240.04,66.98702812,546774.95,9,2,0
CUST-1216,Zehaan Mahajan,31,Professional,87935,156.32,22,1217107.52,81.04996093,986465.17,3,1,0
CUST-1217,Arya Bahri,44,Professional,30720,131.21,24,1115285,76.56159738,853880.01,3,2,1
CUST-1218,Sai Karan,43,Small Business,119870,41.21,18,262713.75,71.9459269,189011.84,24,0,0
CUST-1219,Baljiwan Dar,57,Professional,78947,33.99,22,264646.14,86.38153936,228605.41,6,1,1
CUST-1220,Yadavi Shroff,29,Professional,32476,120.83,24,1027055,78.72090827,808507.02,24,2,1
CUST-1221,Tanish Modi,40,Daily Wage,37100,193.82,20,1372342.51,61.57370962,845002.19,12,0,0
CUST-1222,Naksh Khalsa,66,Professional,145604,149.81,22,1166420.66,64.63565571,753923.64,9,1,0
CUST-1223,Hamsini Gokhale,43,Daily Wage,75454,95.07,20,673143.14,78.7537652,530125.57,12,0,0
CUST-1224,Nakul Balay,46,Daily Wage,30776,16.38,18,104422.5,77.60175288,81033.69,24,0,0
CUST-1225,Anita Datta,50,Professional,139301,129.08,18,822885,82.74549649,680900.28,9,3,1
CUST-1226,Jairaj Karnik,30,Small Business,45661,24.46,18,155932.5,60.13947103,93776.98,9,3,1
CUST-1227,Ranbir Sangha,67,Professional,145369,181.13,24,1539605,80.80072668,1244012.03,3,2,1
CUST-1228,Baljiwan Sahni,63,Small Business,51811,18.09,24,153765,60.24999728,92643.41,12,0,0
CUST-1229,Chandran Palla,64,Salaried,31932,155.77,20,1102929.48,81.22432101,895846.98,3,2,1
CUST-1230,Urishilla Batta,35,Farmer,101564,18.52,20,131130.86,73.1638434,95940.38,3,1,0
CUST-1231,Kevin Hayer,31,Small Business,22343,189.11,24,1607435,66.31064934,1065900.59,24,2,0
CUST-1232,Anthony Sura,41,Professional,149231,158.39,22,1233224.54,87.2273026,1075708.5,24,3,1
CUST-1233,Dev Savant,69,Farmer,100829,55.13,22,429242.18,78.07571417,335133.9,6,0,0
CUST-1234,Aarav Tara,23,Small Business,87770,144.91,24,1231735,81.66164379,1005855.05,3,2,1
CUST-1235,Sudiksha Jha,46,Farmer,76146,195.8,24,1664300,80.42001326,1338430.28,6,1,0
CUST-1236,Qasim Srinivasan,22,Professional,130543,153.75,24,1306875,83.18714759,1087152.04,24,2,1
CUST-1237,Jeremiah Mann,35,Professional,23141,170.91,22,1330705.26,71.04634376,945417.43,24,2,1
CUST-1238,Sai Chaudhuri,38,Farmer,121394,190.37,22,1482220.82,88.95354802,1318488.01,9,1,0
CUST-1239,Harshil Kata,31,Professional,98465,144.63,20,1024052.71,80.52896106,824659.01,24,2,1
CUST-1240,Shaurya Char,62,Farmer,19267,199.88,20,1415250.34,87.7958231,1242530.68,9,3,1
CUST-1241,Finn Gala,27,Small Business,33977,81.8,18,521475,73.9725789,385748.51,6,3,1
CUST-1242,Rushil Banik,35,Farmer,118771,119.72,20,847677.46,77.88544762,660217.38,12,2,0
CUST-1243,Osha Sachdeva,64,Small Business,75885,53.39,22,415694.54,86.09084981,357874.96,3,3,1
CUST-1244,Aashi Nair,23,Professional,15356,81.34,18,518542.5,79.80504712,413823.09,9,0,0
CUST-1245,Tanay Sridhar,44,Daily Wage,92013,129.76,22,1010311.36,61.81511696,624525.15,9,3,1
CUST-1246,Mekhala Patil,68,Salaried,147339,85.37,20,604462.28,66.46476181,401754.41,12,3,1
CUST-1247,Brijesh Dewan,24,Salaried,103011,183.8,18,1171725,87.08507406,1020397.58,12,0,0
CUST-1248,Avi Zachariah,66,Salaried,102011,146.84,22,1143296.24,63.40618845,724920.57,6,0,0
CUST-1249,Pooja Nadkarni,33,Daily Wage,30764,82.81,24,703885,64.60847882,454769.39,3,1,0
CUST-1250,Teerth Divan,43,Farmer,132767,28.95,24,246075,64.00111044,157490.73,6,3,1
CUST-1251,Gauri Sahni,43,Farmer,146317,31.72,24,269620,78.74666994,212316.77,6,3,1
CUST-1252,Dayita Sabharwal,63,Salaried,54398,66.75,22,519715.5,73.57883319,382400.6,6,0,0
CUST-1253,Isaiah Bhakta,62,Daily Wage,147177,24.46,20,173189.03,67.57971177,117040.65,3,3,1
CUST-1254,Vedika Arora,37,Salaried,117546,170.44,20,1206800.42,69.78493158,842164.85,6,3,1
